sample_id	chrom	start	end	cn_a	cn_b
sample_20	chrom2	5	6	0	0
sample_20	chrom2	6	7	0	0
sample_20	chrom2	7	8	0	0
sample_20	chrom2	8	9	0	0
sample_20	chrom2	9	10	0	0
sample_20	chrom3	0	1	0	0
sample_20	chrom3	1	2	0	0
sample_20	chrom3	2	3	0	0
sample_20	chrom3	3	4	0	0
sample_20	chrom3	4	5	0	0
sample_20	chrom3	5	6	0	0
sample_20	chrom3	6	7	0	0
sample_20	chrom3	7	8	0	0
sample_20	chrom3	8	9	0	0
sample_20	chrom3	9	10	0	0
sample_20	chrom4	0	1	0	0
sample_20	chrom4	1	2	0	0
sample_20	chrom4	2	3	0	0
sample_20	chrom4	3	4	0	0
sample_20	chrom4	4	5	0	0
sample_20	chrom4	5	6	0	0
sample_20	chrom4	6	7	0	0
sample_20	chrom4	7	8	0	0
sample_20	chrom4	8	9	0	0
sample_20	chrom4	9	10	0	0
sample_21	chrom1	0	1	0	0
sample_21	chrom1	1	2	0	0
sample_21	chrom1	2	3	0	0
sample_21	chrom1	3	4	0	0
sample_21	chrom1	4	5	0	0
sample_21	chrom1	5	6	0	0
sample_21	chrom1	6	7	0	0
sample_21	chrom1	7	8	0	0
sample_21	chrom1	8	9	0	0
sample_21	chrom1	9	10	0	0
sample_21	chrom2	0	1	0	0
sample_21	chrom2	1	2	0	0
sample_21	chrom2	2	3	0	0
sample_21	chrom2	3	4	0	0
sample_21	chrom2	4	5	0	0
sample_21	chrom2	5	6	0	0
sample_21	chrom2	6	7	0	0
sample_21	chrom2	7	8	0	0
sample_21	chrom2	8	9	0	0
sample_21	chrom2	9	10	0	0
sample_21	chrom3	0	1	0	0
sample_21	chrom3	1	2	0	0
sample_21	chrom3	2	3	0	0
sample_21	chrom3	3	4	0	0
sample_21	chrom3	4	5	0	0
sample_21	chrom3	5	6	0	0
sample_21	chrom3	6	7	0	0
sample_21	chrom3	7	8	0	0
sample_21	chrom3	8	9	0	0
sample_21	chrom3	9	10	0	0
sample_21	chrom4	0	1	0	0
sample_21	chrom4	1	2	0	0
sample_21	chrom4	2	3	0	0
sample_21	chrom4	3	4	0	0
sample_21	chrom4	4	5	0	0
sample_21	chrom4	5	6	0	0
sample_21	chrom4	6	7	0	0
sample_21	chrom4	7	8	0	0
sample_21	chrom4	8	9	0	0
sample_21	chrom4	9	10	0	0
sample_22	chrom1	0	1	0	0
sample_22	chrom1	1	2	0	0
sample_22	chrom1	2	3	0	0
sample_22	chrom1	3	4	0	0
sample_22	chrom1	4	5	0	0
sample_22	chrom1	5	6	0	0
sample_22	chrom1	6	7	0	0
sample_22	chrom1	7	8	0	0
sample_22	chrom1	8	9	0	0
sample_22	chrom1	9	10	0	0
sample_22	chrom2	0	1	0	0
sample_22	chrom2	1	2	0	0
sample_22	chrom2	2	3	0	0
sample_22	chrom2	3	4	0	0
sample_22	chrom2	4	5	0	0
sample_22	chrom2	5	6	0	0
sample_22	chrom2	6	7	0	1
sample_22	chrom2	7	8	0	0
sample_22	chrom2	8	9	0	0
sample_22	chrom2	9	10	0	0
sample_22	chrom3	0	1	0	0
sample_22	chrom3	1	2	0	0
sample_22	chrom3	2	3	0	0
sample_22	chrom3	3	4	0	0
sample_22	chrom3	4	5	0	0
sample_22	chrom3	5	6	0	0
sample_22	chrom3	6	7	0	0
sample_22	chrom3	7	8	0	0
sample_22	chrom3	8	9	0	0
sample_22	chrom3	9	10	0	0
sample_22	chrom4	0	1	0	0
sample_22	chrom4	1	2	0	0
sample_22	chrom4	2	3	0	0
sample_22	chrom4	3	4	0	0
sample_22	chrom4	4	5	0	0
sample_22	chrom4	5	6	0	0
sample_22	chrom4	6	7	0	0
sample_22	chrom4	7	8	0	0
sample_22	chrom4	8	9	0	0
sample_22	chrom4	9	10	0	0
sample_23	chrom1	0	1	0	0
sample_23	chrom1	1	2	0	0
sample_23	chrom1	2	3	0	0
sample_23	chrom1	3	4	0	0
sample_23	chrom1	4	5	0	0
sample_23	chrom1	5	6	0	0
sample_23	chrom1	6	7	0	0
sample_23	chrom1	7	8	0	0
sample_23	chrom1	8	9	0	0
sample_23	chrom1	9	10	1	0
sample_23	chrom2	0	1	0	0
sample_23	chrom2	1	2	0	0
sample_23	chrom2	2	3	0	0
sample_23	chrom2	3	4	0	0
sample_23	chrom2	4	5	0	0
sample_23	chrom2	5	6	0	0
sample_23	chrom2	6	7	0	0
sample_23	chrom2	7	8	0	0
sample_23	chrom2	8	9	0	0
sample_23	chrom2	9	10	0	0
sample_23	chrom3	0	1	0	0
sample_23	chrom3	1	2	0	0
sample_23	chrom3	2	3	0	0
sample_23	chrom3	3	4	0	0
sample_23	chrom3	4	5	0	0
sample_23	chrom3	5	6	0	0
sample_23	chrom3	6	7	0	0
sample_23	chrom3	7	8	0	0
sample_23	chrom3	8	9	0	0
sample_23	chrom3	9	10	0	0
sample_23	chrom4	0	1	0	0
sample_23	chrom4	1	2	0	0
sample_23	chrom4	2	3	0	0
sample_23	chrom4	3	4	0	0
sample_23	chrom4	4	5	0	0
sample_23	chrom4	5	6	0	0
sample_23	chrom4	6	7	0	0
sample_23	chrom4	7	8	0	0
sample_23	chrom4	8	9	0	0
sample_23	chrom4	9	10	0	0
sample_24	chrom1	0	1	0	0
sample_24	chrom1	1	2	0	0
sample_24	chrom1	2	3	0	0
sample_24	chrom1	3	4	0	0
sample_24	chrom1	4	5	0	0
sample_24	chrom1	5	6	0	0
sample_24	chrom1	6	7	0	0
sample_24	chrom1	7	8	0	0
sample_24	chrom1	8	9	0	0
sample_24	chrom1	9	10	0	0
sample_24	chrom2	0	1	0	0
sample_24	chrom2	1	2	0	0
sample_24	chrom2	2	3	0	0
sample_24	chrom2	3	4	0	0
sample_24	chrom2	4	5	0	0
sample_24	chrom2	5	6	0	0
sample_24	chrom2	6	7	0	0
sample_24	chrom2	7	8	0	0
sample_24	chrom2	8	9	0	0
sample_24	chrom2	9	10	0	0
sample_24	chrom3	0	1	0	0
sample_24	chrom3	1	2	0	0
sample_24	chrom3	2	3	0	0
sample_24	chrom3	3	4	0	0
sample_24	chrom3	4	5	0	0
sample_24	chrom3	5	6	0	0
sample_24	chrom3	6	7	0	0
sample_24	chrom3	7	8	0	0
sample_24	chrom3	8	9	0	0
sample_24	chrom3	9	10	0	0
sample_24	chrom4	0	1	0	0
sample_24	chrom4	1	2	0	0
sample_24	chrom4	2	3	0	0
sample_24	chrom4	3	4	0	0
sample_24	chrom4	4	5	0	0
sample_24	chrom4	5	6	0	0
sample_24	chrom4	6	7	0	0
sample_24	chrom4	7	8	0	0
sample_24	chrom4	8	9	0	0
sample_24	chrom4	9	10	0	1
sample_25	chrom1	0	1	0	0
sample_25	chrom1	1	2	0	0
sample_25	chrom1	2	3	0	0
sample_25	chrom1	3	4	0	0
sample_25	chrom1	4	5	0	0
sample_25	chrom1	5	6	0	0
sample_25	chrom1	6	7	0	0
sample_25	chrom1	7	8	0	0
sample_25	chrom1	8	9	0	0
sample_25	chrom1	9	10	0	0
sample_25	chrom2	0	1	0	0
sample_25	chrom2	1	2	0	0
sample_25	chrom2	2	3	0	0
sample_25	chrom2	3	4	0	0
sample_25	chrom2	4	5	0	0
sample_25	chrom2	5	6	0	0
sample_25	chrom2	6	7	0	1
sample_25	chrom2	7	8	0	0
sample_25	chrom2	8	9	0	0
sample_25	chrom2	9	10	0	0
sample_25	chrom3	0	1	0	0
sample_25	chrom3	1	2	0	0
sample_25	chrom3	2	3	0	0
sample_25	chrom3	3	4	0	0
sample_25	chrom3	4	5	0	0
sample_25	chrom3	5	6	0	0
sample_25	chrom3	6	7	0	0
sample_25	chrom3	7	8	0	0
sample_25	chrom3	8	9	0	0
sample_25	chrom3	9	10	0	0
sample_25	chrom4	0	1	0	0
sample_25	chrom4	1	2	0	0
sample_25	chrom4	2	3	0	0
sample_25	chrom4	3	4	0	0
sample_25	chrom4	4	5	0	0
sample_25	chrom4	5	6	0	0
sample_25	chrom4	6	7	0	0
sample_25	chrom4	7	8	0	0
sample_25	chrom4	8	9	0	0
sample_25	chrom4	9	10	0	0
sample_26	chrom1	0	1	0	0
sample_26	chrom1	1	2	0	0
sample_26	chrom1	2	3	0	0
sample_26	chrom1	3	4	0	0
sample_26	chrom1	4	5	0	0
sample_26	chrom1	5	6	0	0
sample_26	chrom1	6	7	0	0
sample_26	chrom1	7	8	0	0
sample_26	chrom1	8	9	0	0
sample_26	chrom1	9	10	0	0
sample_26	chrom2	0	1	0	0
sample_26	chrom2	1	2	0	0
sample_26	chrom2	2	3	0	0
sample_26	chrom2	3	4	0	0
sample_26	chrom2	4	5	0	0
sample_26	chrom2	5	6	0	0
sample_26	chrom2	6	7	0	1
sample_26	chrom2	7	8	0	0
sample_26	chrom2	8	9	0	0
sample_26	chrom2	9	10	0	0
sample_26	chrom3	0	1	0	0
sample_26	chrom3	1	2	0	0
sample_26	chrom3	2	3	0	0
sample_26	chrom3	3	4	0	0
sample_26	chrom3	4	5	0	0
sample_26	chrom3	5	6	0	0
sample_26	chrom3	6	7	0	0
sample_26	chrom3	7	8	0	0
sample_26	chrom3	8	9	0	0
sample_26	chrom3	9	10	0	0
sample_26	chrom4	0	1	0	0
sample_26	chrom4	1	2	0	0
sample_26	chrom4	2	3	0	0
sample_26	chrom4	3	4	0	0
sample_26	chrom4	4	5	0	0
sample_26	chrom4	5	6	0	0
sample_26	chrom4	6	7	0	0
sample_26	chrom4	7	8	0	0
sample_26	chrom4	8	9	0	0
sample_26	chrom4	9	10	0	0
sample_27	chrom1	0	1	0	0
sample_27	chrom1	1	2	0	0
sample_27	chrom1	2	3	0	0
sample_27	chrom1	3	4	0	0
sample_27	chrom1	4	5	0	0
sample_27	chrom1	5	6	0	0
sample_27	chrom1	6	7	0	0
sample_27	chrom1	7	8	0	0
sample_27	chrom1	8	9	0	0
sample_27	chrom1	9	10	0	0
sample_27	chrom2	0	1	0	0
sample_27	chrom2	1	2	0	0
sample_27	chrom2	2	3	0	0
sample_27	chrom2	3	4	0	0
sample_27	chrom2	4	5	0	0
sample_27	chrom2	5	6	0	0
sample_27	chrom2	6	7	0	0
sample_27	chrom2	7	8	0	0
sample_27	chrom2	8	9	0	0
sample_27	chrom2	9	10	0	0
sample_27	chrom3	0	1	0	0
sample_27	chrom3	1	2	1	0
sample_27	chrom3	2	3	0	0
sample_27	chrom3	3	4	0	0
sample_27	chrom3	4	5	0	0
sample_27	chrom3	5	6	0	0
sample_27	chrom3	6	7	0	0
sample_27	chrom3	7	8	0	0
sample_27	chrom3	8	9	0	0
sample_27	chrom3	9	10	0	0
sample_27	chrom4	0	1	0	0
sample_27	chrom4	1	2	0	0
sample_27	chrom4	2	3	0	0
sample_27	chrom4	3	4	0	0
sample_27	chrom4	4	5	0	0
sample_27	chrom4	5	6	0	0
sample_27	chrom4	6	7	0	0
sample_27	chrom4	7	8	0	0
sample_27	chrom4	8	9	0	0
sample_27	chrom4	9	10	0	0
sample_28	chrom1	0	1	0	0
sample_28	chrom1	1	2	0	0
sample_28	chrom1	2	3	0	0
sample_28	chrom1	3	4	0	0
sample_28	chrom1	4	5	0	0
sample_28	chrom1	5	6	0	0
sample_28	chrom1	6	7	0	0
sample_28	chrom1	7	8	0	0
sample_28	chrom1	8	9	0	0
sample_28	chrom1	9	10	0	0
sample_28	chrom2	0	1	0	0
sample_28	chrom2	1	2	0	0
sample_28	chrom2	2	3	0	0
sample_28	chrom2	3	4	0	0
sample_28	chrom2	4	5	0	0
sample_28	chrom2	5	6	0	0
sample_28	chrom2	6	7	0	0
sample_28	chrom2	7	8	0	0
sample_28	chrom2	8	9	0	0
sample_28	chrom2	9	10	0	0
sample_28	chrom3	0	1	0	0
sample_28	chrom3	1	2	0	0
sample_28	chrom3	2	3	0	0
sample_28	chrom3	3	4	0	0
sample_28	chrom3	4	5	0	0
sample_28	chrom3	5	6	0	0
sample_28	chrom3	6	7	0	0
sample_28	chrom3	7	8	0	0
sample_28	chrom3	8	9	0	0
sample_28	chrom3	9	10	0	0
sample_28	chrom4	0	1	0	0
sample_28	chrom4	1	2	0	0
sample_28	chrom4	2	3	0	0
sample_28	chrom4	3	4	0	0
sample_28	chrom4	4	5	0	0
sample_28	chrom4	5	6	0	0
sample_28	chrom4	6	7	0	0
sample_28	chrom4	7	8	0	0
sample_28	chrom4	8	9	0	0
sample_28	chrom4	9	10	0	0
sample_29	chrom1	0	1	0	0
sample_29	chrom1	1	2	0	0
sample_29	chrom1	2	3	0	0
sample_29	chrom1	3	4	0	0
sample_29	chrom1	4	5	0	0
sample_29	chrom1	5	6	0	0
sample_29	chrom1	6	7	0	0
sample_29	chrom1	7	8	0	0
sample_29	chrom1	8	9	0	0
sample_29	chrom1	9	10	0	0
sample_29	chrom2	0	1	0	0
sample_29	chrom2	1	2	0	0
sample_29	chrom2	2	3	0	0
sample_29	chrom2	3	4	0	0
sample_29	chrom2	4	5	0	0
sample_29	chrom2	5	6	0	0
sample_29	chrom2	6	7	0	0
sample_29	chrom2	7	8	0	0
sample_29	chrom2	8	9	0	0
sample_29	chrom2	9	10	0	0
sample_29	chrom3	0	1	0	0
sample_29	chrom3	1	2	0	0
sample_29	chrom3	2	3	0	0
sample_29	chrom3	3	4	0	0
sample_29	chrom3	4	5	0	0
sample_29	chrom3	5	6	0	0
sample_29	chrom3	6	7	0	0
sample_29	chrom3	7	8	0	0
sample_29	chrom3	8	9	0	0
sample_29	chrom3	9	10	0	0
sample_29	chrom4	0	1	0	0
sample_29	chrom4	1	2	0	0
sample_29	chrom4	2	3	0	0
sample_29	chrom4	3	4	0	0
sample_29	chrom4	4	5	0	0
sample_29	chrom4	5	6	0	0
sample_29	chrom4	6	7	0	0
sample_29	chrom4	7	8	0	0
sample_29	chrom4	8	9	0	0
sample_29	chrom4	9	10	0	1
sample_30	chrom1	0	1	0	0
sample_30	chrom1	1	2	0	0
sample_30	chrom1	2	3	0	0
sample_30	chrom1	3	4	0	0
sample_30	chrom1	4	5	0	0
sample_30	chrom1	5	6	0	0
sample_30	chrom1	6	7	0	0
sample_30	chrom1	7	8	0	0
sample_30	chrom1	8	9	0	0
sample_30	chrom1	9	10	0	0
sample_30	chrom2	0	1	0	0
sample_30	chrom2	1	2	0	0
sample_30	chrom2	2	3	0	0
sample_30	chrom2	3	4	0	0
sample_30	chrom2	4	5	0	0
sample_30	chrom2	5	6	0	0
sample_30	chrom2	6	7	0	0
sample_30	chrom2	7	8	0	0
sample_30	chrom2	8	9	0	0
sample_30	chrom2	9	10	0	0
sample_30	chrom3	0	1	0	0
sample_30	chrom3	1	2	0	0
sample_30	chrom3	2	3	0	0
sample_30	chrom3	3	4	0	0
sample_30	chrom3	4	5	0	0
sample_30	chrom3	5	6	0	0
sample_30	chrom3	6	7	0	0
sample_30	chrom3	7	8	0	0
sample_30	chrom3	8	9	0	0
sample_30	chrom3	9	10	0	0
sample_30	chrom4	0	1	0	0
sample_30	chrom4	1	2	0	0
sample_30	chrom4	2	3	0	0
sample_30	chrom4	3	4	0	0
sample_30	chrom4	4	5	0	0
sample_30	chrom4	5	6	0	0
sample_30	chrom4	6	7	0	0
sample_30	chrom4	7	8	0	0
sample_30	chrom4	8	9	0	0
sample_30	chrom4	9	10	0	1
sample_31	chrom1	0	1	0	0
sample_31	chrom1	1	2	0	0
sample_31	chrom1	2	3	0	0
sample_31	chrom1	3	4	0	0
sample_31	chrom1	4	5	0	0
sample_31	chrom1	5	6	0	0
sample_31	chrom1	6	7	0	0
sample_31	chrom1	7	8	0	0
sample_31	chrom1	8	9	0	0
sample_31	chrom1	9	10	0	0
sample_31	chrom2	0	1	0	0
sample_31	chrom2	1	2	0	0
sample_31	chrom2	2	3	0	0
sample_31	chrom2	3	4	0	0
sample_31	chrom2	4	5	0	0
sample_31	chrom2	5	6	0	0
sample_31	chrom2	6	7	0	0
sample_31	chrom2	7	8	0	0
sample_31	chrom2	8	9	0	0
sample_31	chrom2	9	10	0	0
sample_31	chrom3	0	1	0	0
sample_31	chrom3	1	2	0	0
sample_31	chrom3	2	3	0	0
sample_31	chrom3	3	4	0	0
sample_31	chrom3	4	5	0	0
sample_31	chrom3	5	6	0	0
sample_31	chrom3	6	7	0	0
sample_31	chrom3	7	8	0	0
sample_31	chrom3	8	9	0	0
sample_31	chrom3	9	10	0	0
sample_31	chrom4	0	1	0	0
sample_31	chrom4	1	2	0	0
sample_31	chrom4	2	3	0	0
sample_31	chrom4	3	4	0	0
sample_31	chrom4	4	5	0	0
sample_31	chrom4	5	6	0	0
sample_31	chrom4	6	7	0	0
sample_31	chrom4	7	8	0	0
sample_31	chrom4	8	9	0	0
sample_31	chrom4	9	10	0	0
sample_32	chrom1	0	1	0	0
sample_32	chrom1	1	2	0	0
sample_32	chrom1	2	3	0	0
sample_32	chrom1	3	4	0	0
sample_32	chrom1	4	5	0	0
sample_32	chrom1	5	6	0	0
sample_32	chrom1	6	7	0	0
sample_32	chrom1	7	8	0	0
sample_32	chrom1	8	9	0	0
sample_32	chrom1	9	10	0	0
sample_32	chrom2	0	1	0	0
sample_32	chrom2	1	2	0	0
sample_32	chrom2	2	3	0	0
sample_32	chrom2	3	4	0	0
sample_32	chrom2	4	5	0	0
sample_32	chrom2	5	6	0	0
sample_32	chrom2	6	7	0	0
sample_32	chrom2	7	8	0	0
sample_32	chrom2	8	9	0	0
sample_32	chrom2	9	10	0	0
sample_32	chrom3	0	1	0	0
sample_32	chrom3	1	2	0	0
sample_32	chrom3	2	3	0	0
sample_32	chrom3	3	4	0	0
sample_32	chrom3	4	5	0	0
sample_32	chrom3	5	6	0	0
sample_32	chrom3	6	7	0	0
sample_32	chrom3	7	8	0	0
sample_32	chrom3	8	9	0	0
sample_32	chrom3	9	10	0	0
sample_32	chrom4	0	1	0	0
sample_32	chrom4	1	2	0	0
sample_32	chrom4	2	3	0	0
sample_32	chrom4	3	4	0	0
sample_32	chrom4	4	5	0	0
sample_32	chrom4	5	6	0	0
sample_32	chrom4	6	7	0	0
sample_32	chrom4	7	8	0	0
sample_32	chrom4	8	9	0	0
sample_32	chrom4	9	10	0	1
sample_33	chrom1	0	1	0	0
sample_33	chrom1	1	2	0	0
sample_33	chrom1	2	3	0	0
sample_33	chrom1	3	4	0	0
sample_33	chrom1	4	5	0	0
sample_33	chrom1	5	6	0	0
sample_33	chrom1	6	7	0	0
sample_33	chrom1	7	8	0	0
sample_33	chrom1	8	9	0	0
sample_33	chrom1	9	10	0	0
sample_33	chrom2	0	1	0	0
sample_33	chrom2	1	2	0	0
sample_33	chrom2	2	3	0	0
sample_33	chrom2	3	4	0	0
sample_33	chrom2	4	5	0	0
sample_33	chrom2	5	6	0	0
sample_33	chrom2	6	7	0	1
sample_33	chrom2	7	8	0	0
sample_33	chrom2	8	9	0	0
sample_33	chrom2	9	10	0	0
sample_33	chrom3	0	1	0	0
sample_33	chrom3	1	2	0	0
sample_33	chrom3	2	3	0	0
sample_33	chrom3	3	4	0	0
sample_33	chrom3	4	5	0	0
sample_33	chrom3	5	6	0	0
sample_33	chrom3	6	7	0	0
sample_33	chrom3	7	8	0	0
sample_33	chrom3	8	9	0	0
sample_33	chrom3	9	10	0	0
sample_33	chrom4	0	1	0	0
sample_33	chrom4	1	2	0	0
sample_33	chrom4	2	3	0	0
sample_33	chrom4	3	4	0	0
sample_33	chrom4	4	5	0	0
sample_33	chrom4	5	6	0	0
sample_33	chrom4	6	7	0	0
sample_33	chrom4	7	8	0	0
sample_33	chrom4	8	9	0	0
sample_33	chrom4	9	10	0	0
sample_34	chrom1	0	1	0	0
sample_34	chrom1	1	2	0	0
sample_34	chrom1	2	3	0	0
sample_34	chrom1	3	4	0	0
sample_34	chrom1	4	5	0	0
sample_34	chrom1	5	6	0	0
sample_34	chrom1	6	7	0	0
sample_34	chrom1	7	8	0	0
sample_34	chrom1	8	9	0	0
sample_34	chrom1	9	10	0	0
sample_34	chrom2	0	1	0	0
sample_34	chrom2	1	2	0	0
sample_34	chrom2	2	3	0	0
sample_34	chrom2	3	4	0	0
sample_34	chrom2	4	5	0	0
sample_34	chrom2	5	6	0	0
sample_34	chrom2	6	7	0	0
sample_34	chrom2	7	8	0	0
sample_34	chrom2	8	9	0	0
sample_34	chrom2	9	10	0	0
sample_34	chrom3	0	1	0	0
sample_34	chrom3	1	2	0	0
sample_34	chrom3	2	3	0	0
sample_34	chrom3	3	4	0	0
sample_34	chrom3	4	5	0	0
sample_34	chrom3	5	6	0	0
sample_34	chrom3	6	7	0	0
sample_34	chrom3	7	8	0	0
sample_34	chrom3	8	9	0	0
sample_34	chrom3	9	10	0	0
sample_34	chrom4	0	1	0	0
sample_34	chrom4	1	2	0	0
sample_34	chrom4	2	3	0	0
sample_34	chrom4	3	4	0	0
sample_34	chrom4	4	5	0	0
sample_34	chrom4	5	6	0	0
sample_34	chrom4	6	7	0	0
sample_34	chrom4	7	8	0	0
sample_34	chrom4	8	9	0	0
sample_34	chrom4	9	10	0	1
sample_35	chrom1	0	1	0	0
sample_35	chrom1	1	2	0	0
sample_35	chrom1	2	3	0	0
sample_35	chrom1	3	4	0	0
sample_35	chrom1	4	5	0	0
sample_35	chrom1	5	6	0	0
sample_35	chrom1	6	7	0	0
sample_35	chrom1	7	8	0	0
sample_35	chrom1	8	9	0	0
sample_35	chrom1	9	10	0	0
sample_35	chrom2	0	1	0	0
sample_35	chrom2	1	2	0	0
sample_35	chrom2	2	3	0	0
sample_35	chrom2	3	4	0	0
sample_35	chrom2	4	5	0	0
sample_35	chrom2	5	6	0	0
sample_35	chrom2	6	7	0	0
sample_35	chrom2	7	8	0	0
sample_35	chrom2	8	9	0	0
sample_35	chrom2	9	10	0	0
sample_35	chrom3	0	1	0	0
sample_35	chrom3	1	2	0	0
sample_35	chrom3	2	3	0	0
sample_35	chrom3	3	4	0	0
sample_35	chrom3	4	5	0	0
sample_35	chrom3	5	6	0	0
sample_35	chrom3	6	7	0	0
sample_35	chrom3	7	8	0	0
sample_35	chrom3	8	9	0	0
sample_35	chrom3	9	10	0	0
sample_35	chrom4	0	1	0	0
sample_35	chrom4	1	2	0	0
sample_35	chrom4	2	3	0	0
sample_35	chrom4	3	4	0	0
sample_35	chrom4	4	5	0	0
sample_35	chrom4	5	6	0	0
sample_35	chrom4	6	7	0	0
sample_35	chrom4	7	8	0	0
sample_35	chrom4	8	9	0	0
sample_35	chrom4	9	10	0	1
sample_36	chrom1	0	1	1	0
sample_36	chrom1	1	2	0	0
sample_36	chrom1	2	3	0	0
sample_36	chrom1	3	4	0	0
sample_36	chrom1	4	5	0	0
sample_36	chrom1	5	6	0	0
sample_36	chrom1	6	7	0	0
sample_36	chrom1	7	8	0	0
sample_36	chrom1	8	9	0	0
sample_36	chrom1	9	10	0	0
sample_36	chrom2	0	1	0	0
sample_36	chrom2	1	2	0	0
sample_36	chrom2	2	3	0	0
sample_36	chrom2	3	4	0	0
sample_36	chrom2	4	5	0	0
sample_36	chrom2	5	6	0	0
sample_36	chrom2	6	7	0	0
sample_36	chrom2	7	8	0	0
sample_36	chrom2	8	9	0	0
sample_36	chrom2	9	10	0	0
sample_36	chrom3	0	1	0	0
sample_36	chrom3	1	2	0	0
sample_36	chrom3	2	3	0	0
sample_36	chrom3	3	4	0	0
sample_36	chrom3	4	5	0	0
sample_36	chrom3	5	6	0	0
sample_36	chrom3	6	7	0	0
sample_36	chrom3	7	8	0	1
sample_36	chrom3	8	9	0	0
sample_36	chrom3	9	10	0	0
sample_36	chrom4	0	1	0	0
sample_36	chrom4	1	2	0	0
sample_36	chrom4	2	3	0	0
sample_36	chrom4	3	4	0	0
sample_36	chrom4	4	5	0	0
sample_36	chrom4	5	6	0	0
sample_36	chrom4	6	7	0	0
sample_36	chrom4	7	8	0	0
sample_36	chrom4	8	9	0	0
sample_36	chrom4	9	10	0	0
sample_37	chrom1	0	1	0	0
sample_37	chrom1	1	2	0	1
sample_37	chrom1	2	3	0	0
sample_37	chrom1	3	4	0	0
sample_37	chrom1	4	5	0	0
sample_37	chrom1	5	6	0	0
sample_37	chrom1	6	7	0	0
sample_37	chrom1	7	8	0	0
sample_37	chrom1	8	9	0	0
sample_37	chrom1	9	10	0	0
sample_37	chrom2	0	1	0	0
sample_37	chrom2	1	2	0	0
sample_37	chrom2	2	3	0	0
sample_37	chrom2	3	4	0	0
sample_37	chrom2	4	5	0	0
sample_37	chrom2	5	6	0	0
sample_37	chrom2	6	7	0	0
sample_37	chrom2	7	8	0	0
sample_37	chrom2	8	9	0	0
sample_37	chrom2	9	10	0	0
sample_37	chrom3	0	1	0	0
sample_37	chrom3	1	2	0	0
sample_37	chrom3	2	3	0	0
sample_37	chrom3	3	4	0	0
sample_37	chrom3	4	5	0	0
sample_37	chrom3	5	6	0	0
sample_37	chrom3	6	7	0	0
sample_37	chrom3	7	8	0	0
sample_37	chrom3	8	9	0	0
sample_37	chrom3	9	10	0	0
sample_37	chrom4	0	1	0	0
sample_37	chrom4	1	2	0	0
sample_37	chrom4	2	3	0	0
sample_37	chrom4	3	4	0	0
sample_37	chrom4	4	5	0	0
sample_37	chrom4	5	6	0	0
sample_37	chrom4	6	7	0	0
sample_37	chrom4	7	8	0	0
sample_37	chrom4	8	9	0	0
sample_37	chrom4	9	10	0	0
sample_38	chrom1	0	1	0	0
sample_38	chrom1	1	2	0	0
sample_38	chrom1	2	3	0	0
sample_38	chrom1	3	4	0	0
sample_38	chrom1	4	5	0	0
sample_38	chrom1	5	6	0	0
sample_38	chrom1	6	7	0	0
sample_38	chrom1	7	8	0	0
sample_38	chrom1	8	9	0	0
sample_38	chrom1	9	10	0	0
sample_38	chrom2	0	1	0	0
sample_38	chrom2	1	2	0	0
sample_38	chrom2	2	3	0	0
sample_38	chrom2	3	4	0	0
sample_38	chrom2	4	5	0	0
sample_38	chrom2	5	6	0	0
sample_38	chrom2	6	7	0	0
sample_38	chrom2	7	8	0	0
sample_38	chrom2	8	9	0	0
sample_38	chrom2	9	10	0	0
sample_38	chrom3	0	1	0	0
sample_38	chrom3	1	2	0	0
sample_38	chrom3	2	3	0	0
sample_38	chrom3	3	4	0	0
sample_38	chrom3	4	5	0	0
sample_38	chrom3	5	6	0	0
sample_38	chrom3	6	7	0	0
sample_38	chrom3	7	8	0	0
sample_38	chrom3	8	9	0	0
sample_38	chrom3	9	10	0	0
sample_38	chrom4	0	1	0	0
sample_38	chrom4	1	2	0	0
sample_38	chrom4	2	3	0	0
sample_38	chrom4	3	4	0	0
sample_38	chrom4	4	5	0	0
sample_38	chrom4	5	6	0	0
sample_38	chrom4	6	7	0	0
sample_38	chrom4	7	8	0	0
sample_38	chrom4	8	9	0	0
sample_38	chrom4	9	10	0	0
sample_39	chrom1	0	1	0	0
sample_39	chrom1	1	2	0	0
sample_39	chrom1	2	3	0	0
sample_39	chrom1	3	4	0	0
sample_39	chrom1	4	5	0	0
sample_39	chrom1	5	6	0	0
sample_39	chrom1	6	7	0	0
sample_39	chrom1	7	8	0	0
sample_39	chrom1	8	9	0	0
sample_39	chrom1	9	10	0	0
sample_39	chrom2	0	1	0	0
sample_39	chrom2	1	2	0	0
sample_39	chrom2	2	3	0	0
sample_39	chrom2	3	4	0	0
sample_39	chrom2	4	5	0	0
sample_39	chrom2	5	6	0	0
sample_39	chrom2	6	7	0	1
sample_39	chrom2	7	8	0	0
sample_39	chrom2	8	9	0	0
sample_39	chrom2	9	10	0	0
sample_39	chrom3	0	1	0	0
sample_39	chrom3	1	2	0	0
sample_39	chrom3	2	3	0	0
sample_39	chrom3	3	4	0	0
sample_39	chrom3	4	5	0	0
sample_39	chrom3	5	6	0	0
sample_39	chrom3	6	7	0	0
sample_39	chrom3	7	8	0	0
sample_39	chrom3	8	9	0	0
sample_39	chrom3	9	10	0	0
sample_39	chrom4	0	1	0	0
